Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
2403,2,513,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
2404,2,513,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
2405,2,513,0.05,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0.024
2406,2,513,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0.024
2407,2,513,0.05,64,1,0.3,uniform,0.5,openly-listen,77.7,92.8,1.16,86.2,0.339,6.177
2408,2,513,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
2409,2,513,0.05,64,1,0.3,uniform,0.9,openly-listen,51.4,75.6,1.74,57.3,0.259,10
2410,2,513,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
2411,2,513,0.05,64,1,0.3,uniform,1,openly-listen,32.8,54.8,3.31,30.1,0.26,14.102
2412,2,513,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
2449,2,513,0.25,4,1,0.1,constant,0.5,openly-listen,13.4,43.8,5.17,19.2,0.487,32.186
2450,2,513,0.25,4,1,0.1,constant,0.5,vaguely-speak,13.4,43.8,5.17,19.2,0.487,32.186
2451,2,513,0.25,4,1,0.1,constant,0.9,openly-listen,18.3,47.8,4.34,22.9,0.479,30.843
2452,2,513,0.25,4,1,0.1,constant,0.9,vaguely-speak,18.3,47.8,4.34,22.9,0.479,30.843
2453,2,513,0.25,4,1,0.1,constant,1,openly-listen,30.8,54.4,3.36,29.6,0.447,25.453
2454,2,513,0.25,4,1,0.1,constant,1,vaguely-speak,30.8,54.4,3.36,29.6,0.447,25.453
2455,2,513,0.25,4,1,0.1,uniform,0.5,openly-listen,47.7,66.6,2.24,44.5,0.559,28.917
2456,2,513,0.25,4,1,0.1,uniform,0.5,vaguely-speak,33.5,56.2,3.14,31.7,0.516,30.85
2457,2,513,0.25,4,1,0.1,uniform,0.9,openly-listen,74.4,92,1.18,84.7,0.308,6.446
2458,2,513,0.25,4,1,0.1,uniform,0.9,vaguely-speak,33,55.8,3.2,31.2,0.478,28.574
2459,2,513,0.25,4,1,0.1,uniform,1,openly-listen,12.4,43.5,5.23,19,0.442,28.577
2460,2,513,0.25,4,1,0.1,uniform,1,vaguely-speak,33.9,55.9,3.18,31.3,0.46,27.611
2461,2,513,0.25,4,1,0.2,constant,0.5,openly-listen,86.2,95.8,1.09,92,0.239,3.472
2462,2,513,0.25,4,1,0.2,constant,0.5,vaguely-speak,86.2,95.8,1.09,92,0.239,3.472
2463,2,513,0.25,4,1,0.2,constant,0.9,openly-listen,85.3,95.3,1.1,90.9,0.249,3.871
2464,2,513,0.25,4,1,0.2,constant,0.9,vaguely-speak,85.3,95.3,1.1,90.9,0.249,3.871
2465,2,513,0.25,4,1,0.2,constant,1,openly-listen,85.4,95.6,1.09,91.6,0.233,3.488
2466,2,513,0.25,4,1,0.2,constant,1,vaguely-speak,85.4,95.6,1.09,91.6,0.233,3.488
2467,2,513,0.25,4,1,0.2,uniform,0.5,openly-listen,70.7,90.8,1.21,82.5,0.399,8.959
2468,2,513,0.25,4,1,0.2,uniform,0.5,vaguely-speak,82.3,94.1,1.13,88.7,0.275,4.806
2469,2,513,0.25,4,1,0.2,uniform,0.9,openly-listen,60.7,86.8,1.32,75.5,0.468,12.637
2470,2,513,0.25,4,1,0.2,uniform,0.9,vaguely-speak,87.4,96,1.08,92.4,0.229,3.242
2471,2,513,0.25,4,1,0.2,uniform,1,openly-listen,26.7,52.2,3.64,27.3,0.315,16.833
2472,2,513,0.25,4,1,0.2,uniform,1,vaguely-speak,86.7,96,1.08,92.4,0.216,3.009
2473,2,513,0.25,4,1,0.3,constant,0.5,openly-listen,89.6,96.8,1.07,93.9,0.216,2.73
2474,2,513,0.25,4,1,0.3,constant,0.5,vaguely-speak,89.6,96.8,1.07,93.9,0.216,2.73
2475,2,513,0.25,4,1,0.3,constant,0.9,openly-listen,93.5,98.2,1.04,96.5,0.166,1.568
2476,2,513,0.25,4,1,0.3,constant,0.9,vaguely-speak,93.5,98.2,1.04,96.5,0.166,1.568
2477,2,513,0.25,4,1,0.3,constant,1,openly-listen,94.1,98.3,1.03,96.9,0.16,1.461
2478,2,513,0.25,4,1,0.3,constant,1,vaguely-speak,94.1,98.3,1.03,96.9,0.16,1.461
2479,2,513,0.25,4,1,0.3,uniform,0.5,openly-listen,85,95.7,1.09,91.8,0.233,3.342
2480,2,513,0.25,4,1,0.3,uniform,0.5,vaguely-speak,98.3,99.5,1.01,99.2,0.079,0.348
2481,2,513,0.25,4,1,0.3,uniform,0.9,openly-listen,79.6,93.8,1.13,88.2,0.348,5.985
2482,2,513,0.25,4,1,0.3,uniform,0.9,vaguely-speak,99.1,99.7,1,99.6,0.055,0.172
2483,2,513,0.25,4,1,0.3,uniform,1,openly-listen,31.6,56.6,3.1,32.1,0.3,14.673
2484,2,513,0.25,4,1,0.3,uniform,1,vaguely-speak,98.3,99.5,1.01,99.2,0.066,0.326
2521,2,513,0.25,16,1,0.1,constant,0.5,openly-listen,55.1,58.9,2.86,34.8,0.47,27.817
2522,2,513,0.25,16,1,0.1,constant,0.5,vaguely-speak,55.1,58.9,2.86,34.8,0.47,27.817
2523,2,513,0.25,16,1,0.1,constant,0.9,openly-listen,54.9,58.7,2.88,34.6,0.487,28.869
2524,2,513,0.25,16,1,0.1,constant,0.9,vaguely-speak,54.9,58.7,2.88,34.6,0.487,28.869
2525,2,513,0.25,16,1,0.1,constant,1,openly-listen,54.9,58.7,2.88,34.5,0.479,28.407
2526,2,513,0.25,16,1,0.1,constant,1,vaguely-speak,54.9,58.7,2.88,34.5,0.479,28.407
2527,2,513,0.25,16,1,0.1,uniform,0.5,openly-listen,53.9,69.4,2.07,48.3,0.637,31.157
2528,2,513,0.25,16,1,0.1,uniform,0.5,vaguely-speak,65.1,67.9,2.16,46.2,0.479,24.418
2529,2,513,0.25,16,1,0.1,uniform,0.9,openly-listen,53.8,68.1,2.15,46.5,0.624,31.779
2530,2,513,0.25,16,1,0.1,uniform,0.9,vaguely-speak,76.9,72.8,1.88,53.1,0.474,22.301
2531,2,513,0.25,16,1,0.1,uniform,1,openly-listen,47.3,63.9,2.44,40.9,0.404,22.293
2532,2,513,0.25,16,1,0.1,uniform,1,vaguely-speak,76.9,72.6,1.89,52.8,0.426,20.161
2533,2,513,0.25,16,1,0.2,constant,0.5,openly-listen,76.9,70.6,2,49.9,0.372,18.603
2534,2,513,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.6,2,49.9,0.372,18.603
2535,2,513,0.25,16,1,0.2,constant,0.9,openly-listen,76.9,70.6,2,49.9,0.385,19.283
2536,2,513,0.25,16,1,0.2,constant,0.9,vaguely-speak,76.9,70.6,2,49.9,0.385,19.283
2537,2,513,0.25,16,1,0.2,constant,1,openly-listen,76.9,70.6,2,49.9,0.405,20.294
2538,2,513,0.25,16,1,0.2,constant,1,vaguely-speak,76.9,70.6,2,49.9,0.405,20.294
2539,2,513,0.25,16,1,0.2,uniform,0.5,openly-listen,78.4,93.6,1.14,87.7,0.228,4.662
2540,2,513,0.25,16,1,0.2,uniform,0.5,vaguely-speak,99.1,99.7,1,99.6,0.054,0.168
2541,2,513,0.25,16,1,0.2,uniform,0.9,openly-listen,66.1,88,1.29,77.6,0.441,11.39
2542,2,513,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
2543,2,513,0.25,16,1,0.2,uniform,1,openly-listen,64.8,88.4,1.28,78.2,0.44,11.126
2544,2,513,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0
2545,2,513,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
2546,2,513,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
2547,2,513,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
2548,2,513,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
2549,2,513,0.25,16,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
2550,2,513,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
2551,2,513,0.25,16,1,0.3,uniform,0.5,openly-listen,85.9,96.1,1.08,92.5,0.245,3.968
2552,2,513,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
2553,2,513,0.25,16,1,0.3,uniform,0.9,openly-listen,49.6,77,1.68,59.4,0.272,10.3
2554,2,513,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
2555,2,513,0.25,16,1,0.3,uniform,1,openly-listen,41.1,68.6,2.11,47.2,0.291,12.593
2556,2,513,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0.023
2593,2,513,0.25,64,1,0.1,constant,0.5,openly-listen,37.3,51.1,3.8,26.1,0.475,30.201
2594,2,513,0.25,64,1,0.1,constant,0.5,vaguely-speak,37.3,51.1,3.8,26.1,0.475,30.201
2595,2,513,0.25,64,1,0.1,constant,0.9,openly-listen,48.1,50.6,3.87,25.7,0.471,30.119
2596,2,513,0.25,64,1,0.1,constant,0.9,vaguely-speak,48.1,50.6,3.87,25.7,0.471,30.119
2597,2,513,0.25,64,1,0.1,constant,1,openly-listen,37.7,50.6,3.87,25.7,0.472,30.22
2598,2,513,0.25,64,1,0.1,constant,1,vaguely-speak,37.7,50.6,3.87,25.7,0.472,30.22
2599,2,513,0.25,64,1,0.1,uniform,0.5,openly-listen,90.9,97.6,1.05,95.4,0.188,1.687
2600,2,513,0.25,64,1,0.1,uniform,0.5,vaguely-speak,64.3,57.9,2.96,33.6,0.471,28.293
2601,2,513,0.25,64,1,0.1,uniform,0.9,openly-listen,59.5,82.9,1.45,68.9,0.435,11.271
2602,2,513,0.25,64,1,0.1,uniform,0.9,vaguely-speak,54.5,58,2.96,33.7,0.453,27.194
2603,2,513,0.25,64,1,0.1,uniform,1,openly-listen,63,83.8,1.42,70.3,0.25,6.29
2604,2,513,0.25,64,1,0.1,uniform,1,vaguely-speak,76.9,72.3,1.9,52.4,0.453,21.589
2605,2,513,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,71.7,1.94,51.5,0.43,20.864
2606,2,513,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,71.7,1.94,51.5,0.43,20.864
2607,2,513,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.8,1.99,50.2,0.411,20.508
2608,2,513,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.8,1.99,50.2,0.411,20.508
2609,2,513,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.9,1.98,50.3,0.415,20.641
2610,2,513,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.9,1.98,50.3,0.415,20.641
2611,2,513,0.25,64,1,0.2,uniform,0.5,openly-listen,77.4,92.5,1.16,85.8,0.211,3.653
2612,2,513,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
2613,2,513,0.25,64,1,0.2,uniform,0.9,openly-listen,68.9,87.9,1.29,77.5,0.427,10.723
2614,2,513,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
2615,2,513,0.25,64,1,0.2,uniform,1,openly-listen,67.1,86.6,1.33,75.1,0.391,10.428
2616,2,513,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0
2617,2,513,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
2618,2,513,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
2619,2,513,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
2620,2,513,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
2621,2,513,0.25,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
2622,2,513,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
2623,2,513,0.25,64,1,0.3,uniform,0.5,openly-listen,77.5,91.5,1.19,83.9,0.27,6.114
2624,2,513,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
2625,2,513,0.25,64,1,0.3,uniform,0.9,openly-listen,68,87.3,1.31,76.4,0.301,8.809
2626,2,513,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
2627,2,513,0.25,64,1,0.3,uniform,1,openly-listen,50.7,78.6,1.61,62,0.303,11.442
2628,2,513,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
2665,3,129,0.05,4,1,0.1,constant,0.5,openly-listen,10,33.7,8.23,11.5,0.434,30.219
2666,3,129,0.05,4,1,0.1,constant,0.5,vaguely-speak,10,33.7,8.23,11.5,0.434,30.219
2667,3,129,0.05,4,1,0.1,constant,0.9,openly-listen,13.9,40.4,5.85,16.5,0.419,28.187
2668,3,129,0.05,4,1,0.1,constant,0.9,vaguely-speak,13.9,40.4,5.85,16.5,0.419,28.187
2669,3,129,0.05,4,1,0.1,constant,1,openly-listen,13.6,43,5.19,18.6,0.425,28.284
2670,3,129,0.05,4,1,0.1,constant,1,vaguely-speak,13.6,43,5.19,18.6,0.425,28.284
2671,3,129,0.05,4,1,0.1,uniform,0.5,openly-listen,36.5,59.1,2.8,35.2,0.421,23.202
2672,3,129,0.05,4,1,0.1,uniform,0.5,vaguely-speak,16.9,43.7,5.03,19.3,0.422,27.754
2673,3,129,0.05,4,1,0.1,uniform,0.9,openly-listen,30.1,58.8,2.83,34.9,0.439,24.727
2674,3,129,0.05,4,1,0.1,uniform,0.9,vaguely-speak,38.1,62.4,2.52,39.3,0.429,22.689
2675,3,129,0.05,4,1,0.1,uniform,1,openly-listen,14.7,35.7,7.4,12.8,0.372,25.264
2676,3,129,0.05,4,1,0.1,uniform,1,vaguely-speak,35.3,65.1,2.32,42.7,0.438,22.696
2677,3,129,0.05,4,1,0.2,constant,0.5,openly-listen,68.2,85.2,1.36,73.1,0.373,10.808
2678,3,129,0.05,4,1,0.2,constant,0.5,vaguely-speak,68.2,85.2,1.36,73.1,0.373,10.808
2679,3,129,0.05,4,1,0.2,constant,0.9,openly-listen,80,89.9,1.23,81.4,0.312,7.32
2680,3,129,0.05,4,1,0.2,constant,0.9,vaguely-speak,80,89.9,1.23,81.4,0.312,7.32
2681,3,129,0.05,4,1,0.2,constant,1,openly-listen,75.5,88.4,1.27,78.7,0.336,8.767
2682,3,129,0.05,4,1,0.2,constant,1,vaguely-speak,75.5,88.4,1.27,78.7,0.336,8.767
2683,3,129,0.05,4,1,0.2,uniform,0.5,openly-listen,69.2,83.7,1.41,70.7,0.181,5.182
2684,3,129,0.05,4,1,0.2,uniform,0.5,vaguely-speak,84.5,94.2,1.12,89.5,0.263,4.446
2685,3,129,0.05,4,1,0.2,uniform,0.9,openly-listen,31.9,52.3,3.56,27.6,0.265,14.253
2686,3,129,0.05,4,1,0.2,uniform,0.9,vaguely-speak,90.2,96.5,1.06,93.9,0.221,2.826
2687,3,129,0.05,4,1,0.2,uniform,1,openly-listen,24,48.3,4.15,23.5,0.325,18.216
2688,3,129,0.05,4,1,0.2,uniform,1,vaguely-speak,90.1,96.5,1.06,93.9,0.231,3.174
2689,3,129,0.05,4,1,0.3,constant,0.5,openly-listen,78.5,90.5,1.21,82.5,0.327,7.405
2690,3,129,0.05,4,1,0.3,constant,0.5,vaguely-speak,78.5,90.5,1.21,82.5,0.327,7.405
2691,3,129,0.05,4,1,0.3,constant,0.9,openly-listen,85.2,93.6,1.13,88.3,0.257,4.696
2692,3,129,0.05,4,1,0.3,constant,0.9,vaguely-speak,85.2,93.6,1.13,88.3,0.257,4.696
2693,3,129,0.05,4,1,0.3,constant,1,openly-listen,82.1,92.7,1.15,86.7,0.288,5.751
2694,3,129,0.05,4,1,0.3,constant,1,vaguely-speak,82.1,92.7,1.15,86.7,0.288,5.751
2695,3,129,0.05,4,1,0.3,uniform,0.5,openly-listen,100,99.6,1,100,0,0
2696,3,129,0.05,4,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
2697,3,129,0.05,4,1,0.3,uniform,0.9,openly-listen,92.7,97.3,1.05,95.4,0.313,3.431
2698,3,129,0.05,4,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
2699,3,129,0.05,4,1,0.3,uniform,1,openly-listen,28.7,48.7,4.08,23.9,0.283,15.772
2700,3,129,0.05,4,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.003,0.187
2737,3,129,0.05,16,1,0.1,constant,0.5,openly-listen,49.3,54.9,3.23,30.4,0.434,26.48
2738,3,129,0.05,16,1,0.1,constant,0.5,vaguely-speak,49.3,54.9,3.23,30.4,0.434,26.48
2739,3,129,0.05,16,1,0.1,constant,0.9,openly-listen,45,56.4,3.07,32.1,0.42,25.237
2740,3,129,0.05,16,1,0.1,constant,0.9,vaguely-speak,45,56.4,3.07,32.1,0.42,25.237
2741,3,129,0.05,16,1,0.1,constant,1,openly-listen,52.7,55.9,3.13,31.4,0.418,25.271
2742,3,129,0.05,16,1,0.1,constant,1,vaguely-speak,52.7,55.9,3.13,31.4,0.418,25.271
2743,3,129,0.05,16,1,0.1,uniform,0.5,openly-listen,76.5,91.9,1.17,85.1,0.304,6.021
2744,3,129,0.05,16,1,0.1,uniform,0.5,vaguely-speak,57,66.3,2.24,44.2,0.455,22.842
2745,3,129,0.05,16,1,0.1,uniform,0.9,openly-listen,82.9,93.4,1.14,88,0.292,5.301
2746,3,129,0.05,16,1,0.1,uniform,0.9,vaguely-speak,69.4,71.9,1.9,52.2,0.444,20.79
2747,3,129,0.05,16,1,0.1,uniform,1,openly-listen,43.5,76.9,1.67,59.6,0.515,19.606
2748,3,129,0.05,16,1,0.1,uniform,1,vaguely-speak,75,77,1.67,59.7,0.432,17.683
2749,3,129,0.05,16,1,0.2,constant,0.5,openly-listen,75.1,77.5,1.65,60.5,0.295,11.809
2750,3,129,0.05,16,1,0.2,constant,0.5,vaguely-speak,75.1,77.5,1.65,60.5,0.295,11.809
2751,3,129,0.05,16,1,0.2,constant,0.9,openly-listen,97.3,98.8,1.02,98.4,0.056,0.35
2752,3,129,0.05,16,1,0.2,constant,0.9,vaguely-speak,97.3,98.8,1.02,98.4,0.056,0.35
2753,3,129,0.05,16,1,0.2,constant,1,openly-listen,100,99.6,1,100,0.001,0.044
2754,3,129,0.05,16,1,0.2,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.044
2755,3,129,0.05,16,1,0.2,uniform,0.5,openly-listen,84.2,95,1.1,90.9,0.286,4.767
2756,3,129,0.05,16,1,0.2,uniform,0.5,vaguely-speak,97.3,98.8,1.02,98.4,0.113,0.712
2757,3,129,0.05,16,1,0.2,uniform,0.9,openly-listen,94.7,98.1,1.03,96.9,0.153,1.365
2758,3,129,0.05,16,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
2759,3,129,0.05,16,1,0.2,uniform,1,openly-listen,97.3,98.8,1.02,98.4,0.098,0.677
2760,3,129,0.05,16,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0.025
2761,3,129,0.05,16,1,0.3,constant,0.5,openly-listen,95.4,98.1,1.03,96.9,0.118,1.048
2762,3,129,0.05,16,1,0.3,constant,0.5,vaguely-speak,95.4,98.1,1.03,96.9,0.118,1.048
2763,3,129,0.05,16,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
2764,3,129,0.05,16,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
2765,3,129,0.05,16,1,0.3,constant,1,openly-listen,100,99.6,1,100,0.001,0.025
2766,3,129,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.025
2767,3,129,0.05,16,1,0.3,uniform,0.5,openly-listen,62.3,82.5,1.45,68.6,0.223,6.983
2768,3,129,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
2769,3,129,0.05,16,1,0.3,uniform,0.9,openly-listen,53.4,79.8,1.55,64.2,0.251,9.085
2770,3,129,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
2771,3,129,0.05,16,1,0.3,uniform,1,openly-listen,50.4,76.9,1.67,59.6,0.259,9.662
2772,3,129,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.025
2809,3,129,0.05,64,1,0.1,constant,0.5,openly-listen,54.9,58.4,2.87,34.3,0.408,24.065
2810,3,129,0.05,64,1,0.1,constant,0.5,vaguely-speak,54.9,58.4,2.87,34.3,0.408,24.065
2811,3,129,0.05,64,1,0.1,constant,0.9,openly-listen,54.9,58.3,2.87,34.3,0.417,24.659
2812,3,129,0.05,64,1,0.1,constant,0.9,vaguely-speak,54.9,58.3,2.87,34.3,0.417,24.659
2813,3,129,0.05,64,1,0.1,constant,1,openly-listen,54.9,58.2,2.88,34.2,0.42,24.933
2814,3,129,0.05,64,1,0.1,constant,1,vaguely-speak,54.9,58.2,2.88,34.2,0.42,24.933
2815,3,129,0.05,64,1,0.1,uniform,0.5,openly-listen,73.6,89.6,1.23,81,0.339,7.118
2816,3,129,0.05,64,1,0.1,uniform,0.5,vaguely-speak,77.5,76.8,1.67,59.4,0.481,19.871
2817,3,129,0.05,64,1,0.1,uniform,0.9,openly-listen,51.2,69.1,2.06,48.2,0.516,24.306
2818,3,129,0.05,64,1,0.1,uniform,0.9,vaguely-speak,77.5,76.8,1.67,59.4,0.461,19.039
2819,3,129,0.05,64,1,0.1,uniform,1,openly-listen,67.8,88.1,1.28,78.2,0.286,6.78
2820,3,129,0.05,64,1,0.1,uniform,1,vaguely-speak,77.5,76.8,1.67,59.4,0.443,18.309
2821,3,129,0.05,64,1,0.2,constant,0.5,openly-listen,100,99.6,1,100,0,0
2822,3,129,0.05,64,1,0.2,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
2823,3,129,0.05,64,1,0.2,constant,0.9,openly-listen,100,99.6,1,100,0,0
2824,3,129,0.05,64,1,0.2,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
2825,3,129,0.05,64,1,0.2,constant,1,openly-listen,100,99.6,1,100,0,0
2826,3,129,0.05,64,1,0.2,constant,1,vaguely-speak,100,99.6,1,100,0,0
2827,3,129,0.05,64,1,0.2,uniform,0.5,openly-listen,74.3,86,1.34,74.6,0.21,4.948
2828,3,129,0.05,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
2829,3,129,0.05,64,1,0.2,uniform,0.9,openly-listen,66.9,83.8,1.41,70.8,0.293,7.092
2830,3,129,0.05,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
2831,3,129,0.05,64,1,0.2,uniform,1,openly-listen,63.1,79.6,1.56,63.8,0.237,7.252
2832,3,129,0.05,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
2833,3,129,0.05,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
2834,3,129,0.05,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
2835,3,129,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
2836,3,129,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
2837,3,129,0.05,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
2838,3,129,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
2839,3,129,0.05,64,1,0.3,uniform,0.5,openly-listen,78.5,89,1.25,79.8,0.211,4.731
2840,3,129,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
2841,3,129,0.05,64,1,0.3,uniform,0.9,openly-listen,76.9,87.5,1.29,77.1,0.211,5.039
2842,3,129,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
2843,3,129,0.05,64,1,0.3,uniform,1,openly-listen,72.6,86.8,1.32,75.8,0.208,5.084
2844,3,129,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
2881,3,129,0.25,4,1,0.1,constant,0.5,openly-listen,18.5,45.1,4.74,20.5,0.428,27.765
2882,3,129,0.25,4,1,0.1,constant,0.5,vaguely-speak,18.5,45.1,4.74,20.5,0.428,27.765
2883,3,129,0.25,4,1,0.1,constant,0.9,openly-listen,23.6,52.1,3.59,27.3,0.436,26.148
2884,3,129,0.25,4,1,0.1,constant,0.9,vaguely-speak,23.6,52.1,3.59,27.3,0.436,26.148
2885,3,129,0.25,4,1,0.1,constant,1,openly-listen,27.7,52.1,3.58,27.4,0.422,25.725
2886,3,129,0.25,4,1,0.1,constant,1,vaguely-speak,27.7,52.1,3.58,27.4,0.422,25.725
2887,3,129,0.25,4,1,0.1,uniform,0.5,openly-listen,52.3,79.4,1.57,63.6,0.391,12.843
2888,3,129,0.25,4,1,0.1,uniform,0.5,vaguely-speak,34,64.9,2.33,42.5,0.446,22.337
2889,3,129,0.25,4,1,0.1,uniform,0.9,openly-listen,63.5,86.5,1.32,75.4,0.375,10.021
2890,3,129,0.25,4,1,0.1,uniform,0.9,vaguely-speak,43,60.8,2.65,37.2,0.446,25.09
2891,3,129,0.25,4,1,0.1,uniform,1,openly-listen,26.6,61.9,2.56,38.6,0.451,22.816
2892,3,129,0.25,4,1,0.1,uniform,1,vaguely-speak,54,78.6,1.6,62.3,0.424,15.448
2893,3,129,0.25,4,1,0.2,constant,0.5,openly-listen,68.3,86.8,1.31,75.9,0.356,9.64
2894,3,129,0.25,4,1,0.2,constant,0.5,vaguely-speak,68.3,86.8,1.31,75.9,0.356,9.64
2895,3,129,0.25,4,1,0.2,constant,0.9,openly-listen,65.9,85.9,1.34,74.3,0.361,10.096
2896,3,129,0.25,4,1,0.2,constant,0.9,vaguely-speak,65.9,85.9,1.34,74.3,0.361,10.096
2897,3,129,0.25,4,1,0.2,constant,1,openly-listen,74,88.3,1.27,78.6,0.344,8.775
2898,3,129,0.25,4,1,0.2,constant,1,vaguely-speak,74,88.3,1.27,78.6,0.344,8.775
2899,3,129,0.25,4,1,0.2,uniform,0.5,openly-listen,73.2,89.1,1.25,80.1,0.223,5.011
2900,3,129,0.25,4,1,0.2,uniform,0.5,vaguely-speak,66.1,78.7,1.59,62.5,0.444,16.777
2901,3,129,0.25,4,1,0.2,uniform,0.9,openly-listen,70.7,90.5,1.21,82.5,0.35,7.89
2902,3,129,0.25,4,1,0.2,uniform,0.9,vaguely-speak,81.2,93.4,1.14,88,0.269,4.812
2903,3,129,0.25,4,1,0.2,uniform,1,openly-listen,27.7,55.9,3.12,31.5,0.372,17.381
2904,3,129,0.25,4,1,0.2,uniform,1,vaguely-speak,81.1,93.4,1.14,88,0.285,5.149
2905,3,129,0.25,4,1,0.3,constant,0.5,openly-listen,80.6,90.5,1.21,82.6,0.329,7.442
2906,3,129,0.25,4,1,0.3,constant,0.5,vaguely-speak,80.6,90.5,1.21,82.6,0.329,7.442
2907,3,129,0.25,4,1,0.3,constant,0.9,openly-listen,92.8,97.3,1.05,95.4,0.166,1.819
2908,3,129,0.25,4,1,0.3,constant,0.9,vaguely-speak,92.8,97.3,1.05,95.4,0.166,1.819
2909,3,129,0.25,4,1,0.3,constant,1,openly-listen,93.8,97.3,1.05,95.4,0.172,1.912
2910,3,129,0.25,4,1,0.3,constant,1,vaguely-speak,93.8,97.3,1.05,95.4,0.172,1.912
