country,year,D1,D2,total_respondents,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,refused,dont_know
PL,2022.0,0.06348529239395614,-0.05338522194292794,1015.0,46.0,44.0,74.0,94.0,209.0,162.0,111.0,101.0,40.0,62.0,19.0,53.0
PL,2023.0,0.10894454409370145,-0.12353098497352616,1015.0,45.0,44.0,63.0,92.0,159.0,163.0,120.0,111.0,74.0,88.0,10.0,46.0
PL,2024.5,0.0796483994444072,-0.09288364070172338,1019.0,32.0,21.0,44.0,110.0,240.0,161.0,143.0,110.0,51.0,63.0,15.0,29.0
PL,2025.0,0.10027915119372047,-0.06290808054716902,1018.0,20.0,25.0,65.0,121.0,216.0,185.0,132.0,89.0,39.0,66.0,23.0,37.0
PT,2007.0,0.038699355755494026,0.09110765063165649,998.0,28.0,52.0,113.0,104.0,193.0,97.0,71.0,49.0,11.0,24.0,74.0,182.0
PT,2010.0,0.07747829219319562,0.1390153624697302,1046.0,25.0,34.0,144.0,93.0,160.0,70.0,86.0,55.0,10.0,6.0,118.0,245.0
PT,2012.0,-0.08020887676499545,0.12003560984552078,1018.0,52.0,38.0,76.0,124.0,267.0,62.0,34.0,52.0,16.0,9.0,89.0,199.0
PT,2014.0,-0.060394959980677204,0.12089225050978107,1000.0,46.0,29.0,98.0,85.0,250.0,45.0,68.0,35.0,6.0,9.0,95.0,234.0
PT,2015.0,0.028807224802340856,0.07243746240794428,1096.0,60.0,30.0,102.0,115.0,216.0,83.0,80.0,75.0,16.0,15.0,80.0,224.0
PT,2016.0,-0.05370145201525079,0.10067267107999876,1080.0,58.0,26.0,97.0,129.0,241.0,51.0,75.0,35.0,11.0,24.0,78.0,255.0
PT,2017.0,-0.08701852045613458,0.040152597192249444,1063.0,66.0,40.0,93.0,97.0,220.0,54.0,54.0,53.0,8.0,43.0,136.0,199.0
PT,2019.0,-0.009438715839156432,0.11776217412300277,1007.0,39.0,30.0,125.0,107.0,238.0,58.0,67.0,57.0,10.0,12.0,81.0,183.0
PT,2020.0,-0.013737641373555308,0.08089915271534696,1011.0,31.0,21.0,83.0,87.0,284.0,72.0,87.0,80.0,9.0,11.0,80.0,166.0
PT,2020.5,0.024898414394399472,0.052671950465079054,1036.0,47.0,38.0,114.0,143.0,293.0,128.0,131.0,71.0,18.0,29.0,12.0,12.0
PT,2021.0,-0.058998996544664374,0.04381253148058476,1005.0,52.0,21.0,107.0,97.0,278.0,62.0,78.0,59.0,10.0,37.0,59.0,145.0
PT,2021.5,-0.0421157670973093,0.01938438099323204,1007.0,34.0,26.0,81.0,82.0,296.0,75.0,75.0,62.0,21.0,32.0,68.0,155.0
PT,2022.0,-0.04635434648961476,0.04483768843031973,1028.0,35.0,23.0,92.0,123.0,288.0,75.0,67.0,56.0,16.0,41.0,69.0,143.0
PT,2023.0,-0.029308883614514985,0.07618026983975838,1029.0,28.0,25.0,112.0,116.0,269.0,58.0,95.0,45.0,15.0,36.0,95.0,135.0
PT,2024.5,0.19595534753794755,-0.027357085852338762,1030.0,4.0,11.0,74.0,117.0,221.0,105.0,196.0,143.0,22.0,13.0,61.0,63.0
PT,2025.0,0.007961646885874387,-0.022069782658954044,1039.0,35.0,20.0,78.0,125.0,234.0,69.0,119.0,68.0,26.0,69.0,103.0,93.0
RO,2007.0,0.14163225287620218,-0.10110584619865706,1000.0,26.0,33.0,42.0,69.0,100.0,108.0,102.0,83.0,48.0,50.0,86.0,253.0
RO,2010.0,0.024348961508648174,-0.14380319313134732,1013.0,51.0,43.0,54.0,53.0,125.0,82.0,55.0,48.0,52.0,56.0,110.0,284.0
RO,2012.0,-0.045752430054100186,-0.15705499290737193,1066.0,74.0,49.0,52.0,48.0,147.0,82.0,60.0,56.0,43.0,81.0,108.0,266.0
RO,2014.0,-0.1267758131679039,-0.17276640327378068,1036.0,72.0,17.0,38.0,39.0,200.0,50.0,44.0,58.0,35.0,134.0,93.0,256.0
RO,2015.0,-0.12922232946257933,-0.07508886779962073,1028.0,72.0,14.0,35.0,41.0,287.0,71.0,75.0,45.0,9.0,63.0,67.0,249.0
RO,2016.0,-0.16522259411851573,-0.07596141599326511,1005.0,95.0,24.0,48.0,47.0,225.0,41.0,46.0,37.0,11.0,79.0,124.0,228.0
RO,2017.0,-0.0922090288798268,-0.03284120371858269,1032.0,76.0,32.0,77.0,60.0,251.0,68.0,64.0,54.0,16.0,62.0,147.0,125.0
RO,2019.0,-0.09850978238922851,-0.11269924743730121,1089.0,92.0,30.0,44.0,79.0,309.0,86.0,77.0,80.0,33.0,125.0,37.0,97.0
RO,2020.0,-0.03639144718384255,-0.14143298651146802,1069.0,98.0,17.0,44.0,57.0,270.0,158.0,103.0,77.0,39.0,93.0,70.0,43.0
RO,2020.5,-0.04695328885210301,-0.12192365495660415,1045.0,98.0,18.0,56.0,63.0,277.0,95.0,113.0,96.0,46.0,86.0,54.0,43.0
RO,2021.0,-0.014432372104167167,-0.1102611948154608,1058.0,104.0,22.0,50.0,60.0,258.0,135.0,116.0,91.0,31.0,51.0,69.0,71.0
RO,2021.5,0.0695476865281005,-0.059182092298685485,1057.0,77.0,18.0,75.0,103.0,210.0,116.0,124.0,105.0,50.0,38.0,63.0,78.0
RO,2022.0,0.054679996244756834,-0.10910254811428742,1059.0,61.0,25.0,53.0,76.0,253.0,103.0,138.0,154.0,49.0,44.0,25.0,78.0
RO,2023.0,0.04285088624361181,-0.1574515152100331,1053.0,108.0,20.0,57.0,48.0,211.0,113.0,164.0,121.0,36.0,62.0,21.0,92.0
RO,2024.5,0.1257676086327158,-0.18761275486867698,1057.0,72.0,22.0,46.0,44.0,133.0,154.0,142.0,174.0,73.0,64.0,49.0,84.0
RO,2025.0,0.08513777603440018,-0.14360632231711165,1031.0,76.0,19.0,47.0,63.0,186.0,126.0,161.0,143.0,50.0,53.0,36.0,71.0
SE,2007.0,0.07249013907648298,0.08295527512991081,1002.0,57.0,63.0,134.0,135.0,212.0,113.0,142.0,71.0,11.0,27.0,9.0,28.0
SE,2010.0,0.1503530927398094,0.04633209117973978,1010.0,38.0,53.0,159.0,141.0,151.0,99.0,138.0,122.0,30.0,39.0,19.0,21.0
SE,2012.0,0.10956339195859177,0.07676273016737975,1059.0,55.0,65.0,146.0,146.0,201.0,113.0,178.0,99.0,15.0,24.0,6.0,11.0
SE,2014.0,0.14027510358424425,0.061543522769709376,1029.0,65.0,57.0,165.0,122.0,161.0,101.0,180.0,87.0,17.0,42.0,11.0,21.0
SE,2015.0,0.1330766015493845,0.045582558942088874,1111.0,71.0,82.0,167.0,99.0,192.0,115.0,191.0,94.0,22.0,50.0,14.0,14.0
SE,2016.0,0.12630389191129526,0.07399829689410525,1044.0,47.0,55.0,148.0,147.0,175.0,143.0,174.0,91.0,19.0,21.0,6.0,18.0
SE,2017.0,0.10446322203946436,0.08211122907565813,1026.0,62.0,81.0,152.0,141.0,196.0,74.0,143.0,89.0,27.0,37.0,10.0,14.0
SE,2019.0,0.13670050590093671,0.06919010301175821,1049.0,73.0,74.0,148.0,150.0,170.0,97.0,150.0,110.0,28.0,26.0,10.0,13.0
SE,2020.0,0.1840315327327064,0.07860578913844864,1054.0,49.0,85.0,177.0,138.0,126.0,131.0,174.0,116.0,27.0,18.0,5.0,8.0
SE,2020.5,0.17830793018412897,0.04979803382671153,1045.0,67.0,75.0,156.0,134.0,130.0,120.0,178.0,108.0,42.0,27.0,4.0,4.0
SE,2021.0,0.14022264342979612,0.10087931984382698,1070.0,63.0,89.0,169.0,174.0,160.0,118.0,128.0,108.0,16.0,26.0,8.0,11.0
SE,2021.5,0.16828791202215015,0.00840803761139829,1041.0,71.0,69.0,148.0,112.0,145.0,115.0,143.0,148.0,42.0,42.0,3.0,3.0
SE,2022.0,0.16125392136436398,0.09713072215575524,1020.0,95.0,86.0,199.0,125.0,144.0,103.0,100.0,100.0,23.0,39.0,4.0,2.0
SE,2023.0,0.16058785513181195,0.08842265504478193,1073.0,81.0,90.0,192.0,151.0,144.0,102.0,124.0,100.0,26.0,41.0,4.0,18.0
SE,2024.5,0.18952817367453387,0.10803743267508051,1022.0,42.0,94.0,176.0,174.0,113.0,100.0,151.0,109.0,23.0,19.0,6.0,15.0
SE,2025.0,0.14427964466093407,0.09601973573347872,1071.0,60.0,65.0,156.0,192.0,159.0,122.0,175.0,84.0,24.0,20.0,4.0,10.0
SI,2007.0,-0.12816298520980565,-0.030854997180801997,1008.0,78.0,28.0,75.0,64.0,241.0,71.0,39.0,34.0,23.0,64.0,145.0,146.0
SI,2010.0,-0.09980536568747288,-0.020566940291953648,1020.0,41.0,25.0,43.0,45.0,221.0,78.0,40.0,30.0,11.0,43.0,274.0,169.0
SI,2012.0,-0.1659027516556749,-0.012204994480645175,1016.0,101.0,27.0,67.0,50.0,199.0,52.0,29.0,33.0,16.0,36.0,237.0,169.0
SI,2014.0,-0.24604307044014562,-0.03855433938948713,1035.0,131.0,35.0,60.0,32.0,268.0,26.0,25.0,30.0,8.0,59.0,250.0,111.0
SI,2015.0,-0.24955220810294224,-0.04645362161682019,1025.0,75.0,12.0,36.0,33.0,361.0,33.0,20.0,25.0,11.0,64.0,272.0,83.0
SI,2016.0,-0.18912521565650928,0.015200292837232636,1035.0,77.0,24.0,81.0,59.0,330.0,33.0,35.0,36.0,7.0,52.0,201.0,100.0
SI,2017.0,-0.2110985178085567,0.01563818851015531,1026.0,69.0,37.0,62.0,52.0,378.0,31.0,25.0,39.0,11.0,42.0,194.0,86.0
SI,2019.0,-0.18564365141061628,-0.032401658931561515,1028.0,54.0,27.0,44.0,43.0,371.0,50.0,35.0,39.0,16.0,61.0,101.0,187.0
SI,2020.0,-0.11088440990310991,0.04741668443712169,1034.0,96.0,84.0,151.0,116.0,275.0,95.0,55.0,57.0,29.0,53.0,6.0,17.0
SI,2020.5,-0.10153619688463182,0.023233284953959196,1029.0,76.0,65.0,121.0,87.0,287.0,71.0,65.0,55.0,15.0,61.0,68.0,58.0
SI,2021.0,-0.1354226431452969,0.016085085687479315,998.0,83.0,66.0,82.0,73.0,248.0,71.0,35.0,48.0,17.0,43.0,104.0,128.0
SI,2021.5,-0.1615523308063333,0.0011560089931816247,1021.0,111.0,72.0,121.0,79.0,237.0,47.0,56.0,56.0,22.0,65.0,90.0,65.0
SI,2022.0,-0.09142200976571449,-0.005083746435921608,1002.0,43.0,44.0,72.0,59.0,298.0,64.0,57.0,55.0,23.0,45.0,121.0,121.0
SI,2023.0,-0.11782613005102534,-0.053306123200787044,1001.0,54.0,39.0,83.0,50.0,304.0,61.0,56.0,59.0,29.0,83.0,91.0,92.0
SI,2024.5,-0.0947844266829217,-0.05760884669245595,1014.0,54.0,23.0,65.0,55.0,309.0,64.0,75.0,65.0,19.0,77.0,133.0,75.0
SI,2025.0,-0.10121995918716586,0.0027205488199903705,1005.0,49.0,19.0,71.0,72.0,296.0,59.0,70.0,43.0,9.0,56.0,159.0,102.0
SK,2007.0,0.004923729473247609,0.05140422244502718,1125.0,49.0,48.0,115.0,132.0,294.0,108.0,102.0,64.0,27.0,28.0,82.0,76.0
SK,2010.0,-0.04974138138824924,-0.0854844617355719,1035.0,77.0,30.0,81.0,89.0,202.0,71.0,82.0,85.0,32.0,87.0,109.0,90.0
SK,2012.0,-0.06809388534004833,-0.012797410414284833,1001.0,61.0,40.0,97.0,99.0,249.0,62.0,72.0,65.0,23.0,72.0,85.0,76.0
SK,2014.0,-0.07283564787669816,-0.042175621634124576,1032.0,85.0,28.0,80.0,58.0,285.0,73.0,112.0,65.0,19.0,55.0,67.0,105.0
SK,2015.0,-0.059958682635349994,-0.015093024619175185,1057.0,77.0,25.0,81.0,78.0,291.0,87.0,73.0,84.0,17.0,43.0,77.0,124.0
SK,2016.0,-0.06348529856131059,-0.036297442641195506,1023.0,59.0,22.0,74.0,57.0,310.0,77.0,87.0,72.0,26.0,47.0,92.0,100.0
SK,2017.0,-0.07537879417476974,-0.03654096685696316,1085.0,57.0,25.0,68.0,57.0,310.0,89.0,70.0,67.0,18.0,58.0,104.0,162.0
SK,2019.0,-0.042530194826015576,-0.0371383942624,1014.0,46.0,30.0,86.0,83.0,305.0,73.0,102.0,78.0,34.0,71.0,22.0,84.0
SK,2020.0,0.008729625633881797,-0.038873923177228493,1106.0,37.0,36.0,70.0,87.0,318.0,157.0,113.0,99.0,22.0,59.0,34.0,74.0
SK,2020.5,0.004795481186284543,-0.05636014912729038,1004.0,53.0,31.0,59.0,81.0,271.0,124.0,120.0,86.0,33.0,60.0,33.0,53.0
SK,2021.0,-0.06880137530573897,-0.002751550353411244,1003.0,54.0,44.0,80.0,56.0,346.0,104.0,81.0,68.0,27.0,32.0,41.0,70.0
SK,2021.5,-0.018838679859814376,0.007243878351706108,1010.0,46.0,42.0,80.0,66.0,285.0,94.0,102.0,70.0,17.0,30.0,91.0,87.0
SK,2022.0,0.022130322198312045,0.03508450554000956,1005.0,46.0,37.0,83.0,97.0,262.0,93.0,122.0,80.0,17.0,19.0,53.0,96.0
SK,2023.0,0.04856179731557659,0.00434557424469581,1007.0,44.0,53.0,104.0,90.0,247.0,100.0,111.0,102.0,43.0,26.0,45.0,42.0
SK,2024.5,0.0966342955179672,-0.04061584902967046,1004.0,37.0,28.0,77.0,94.0,219.0,140.0,153.0,113.0,50.0,28.0,26.0,39.0
SK,2025.0,0.10114447943795155,0.015784372014709214,1003.0,23.0,32.0,93.0,114.0,210.0,139.0,129.0,91.0,36.0,16.0,51.0,69.0
TR,2007.0,-0.04868541239172072,-0.32851409254603997,1005.0,61.0,20.0,23.0,29.0,120.0,134.0,60.0,54.0,31.0,303.0,102.0,68.0
UK,2007.0,-0.07708540936705356,0.0851243207721748,1339.0,29.0,41.0,109.0,127.0,496.0,111.0,97.0,62.0,13.0,31.0,38.0,185.0
UK,2010.0,-0.06249107393702173,0.07244898655105692,1291.0,38.0,43.0,97.0,104.0,459.0,122.0,115.0,60.0,22.0,19.0,40.0,172.0
UK,2012.0,-0.05367783791656063,0.10693816863525366,1308.0,43.0,46.0,115.0,137.0,482.0,123.0,107.0,78.0,6.0,16.0,28.0,127.0
UK,2014.0,-0.11098998543859792,0.08292814994870719,1312.0,44.0,69.0,104.0,99.0,523.0,100.0,87.0,57.0,13.0,25.0,25.0,166.0
UK,2015.0,-0.025511019261977047,0.05330407439876485,1322.0,53.0,65.0,129.0,123.0,420.0,119.0,132.0,81.0,16.0,36.0,26.0,122.0
UK,2016.0,-0.021884365996165327,0.13590328938854562,1305.0,26.0,78.0,148.0,176.0,424.0,120.0,108.0,58.0,7.0,22.0,34.0,104.0
UK,2017.0,0.279656165389838,-0.06734105056096494,1368.0,1.0,87.0,81.0,150.0,131.0,447.0,109.0,112.0,71.0,47.0,22.0,110.0
UK,2019.0,-0.12482545759265459,0.0448080041673365,1037.0,45.0,49.0,89.0,63.0,404.0,88.0,54.0,48.0,12.0,34.0,34.0,117.0
