"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"102","182","9","0.2","0.768","""uniform""","0.01","""uniform""","""openly-listen""","0.43","""uniform""","0.9600000000000001","""uniform""","""link""","false","false","3","0.21","0.25","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5309999999999999","7","0.672","0.001"
"102","189","32","0.42","0.7100000000000001","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.22","""uniform""","0.91","""uniform""","""link""","false","true","0","0","0.72","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.52","7","0.672","0.001"
"102","196","28","0.48","0.528","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.61","""uniform""","""link""","false","false","5","0.52","0.64","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.104","7","0.672","0.001"
"102","203","22","0.22","0.503","""uniform""","0.08","""uniform""","""openly-listen""","1.04","""uniform""","0.39","""uniform""","""link""","false","true","6","0.31","0.35","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.513","7","0.672","0.001"
"102","210","28","0.48","0.528","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.61","""uniform""","""link""","false","false","5","0.52","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.599","7","0.672","0.001"
"102","217","21","0.49","0.721","""uniform""","0.08","""uniform""","""vaguely-speak""","0.54","""uniform""","0.11","""uniform""","""link""","false","true","4","0","0.83","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.488","7","0.672","0.001"
"102","224","14","0.12","0.462","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.9","""uniform""","0.91","""uniform""","""link""","false","true","10","0.25","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5529999999999999","7","0.672","0.001"
"102","231","9","0.2","0.9580000000000001","""uniform""","0.01","""uniform""","""openly-listen""","0.43","""uniform""","0.9600000000000001","""uniform""","""link""","false","true","7","0.61","0.21000000000000002","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.513","7","0.672","0.001"
"102","238","40","0.06","0.763","""uniform""","0.44","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.38","""uniform""","""link""","false","false","10","0.52","0.93","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.017","7","0.672","0.001"
"102","245","14","0.12","0.462","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.9","""uniform""","0.91","""uniform""","""link""","false","true","10","0.25","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.507","7","0.672","0.001"
"102","252","10","0.39","0.21500000000000002","""uniform""","0.14","""uniform""","""vaguely-speak""","0.11","""uniform""","0.62","""uniform""","""link""","false","false","8","0.16","0.14","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.513","7","0.672","0.001"
"102","259","40","0.06","0.763","""uniform""","0.4","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.38","""uniform""","""link""","false","false","10","0.51","0.93","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.542","7","0.672","0.001"
"102","266","40","0.06","0.763","""uniform""","0.4","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.38","""uniform""","""link""","false","true","9","0.52","0.93","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.54","7","0.672","0.001"
"102","273","40","0.25","0.983","""uniform""","0.11","""uniform""","""vaguely-speak""","0.56","""uniform""","0.29000000000000004","""uniform""","""link""","false","false","3","0.9500000000000001","0.37","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.594","7","0.672","0.001"
"102","280","25","0.42","0.7100000000000001","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.22","""uniform""","0.91","""uniform""","""link""","false","true","0","0.52","0.93","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.525","7","0.672","0.001"
"102","287","40","0.06","0.763","""uniform""","0.4","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.38","""uniform""","""link""","false","false","10","0","0.72","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.22","7","0.672","0.001"
"102","294","40","0.06","0.771","""uniform""","0.4","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.38","""uniform""","""link""","false","false","10","0.52","0.93","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.672","0.001"
"102","301","10","0.39","0.21500000000000002","""uniform""","0.09","""uniform""","""vaguely-speak""","0.11","""uniform""","0.43","""uniform""","""link""","false","false","8","0.16","0.14","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.508","7","0.672","0.001"
"103","7","45","0.26","0.36000000000000004","""uniform""","0.46","""uniform""","""vaguely-speak""","0.39","""uniform""","0.5","""uniform""","""link""","false","false","5","0.01","0.63","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.006","7","0.006","0.233"
"103","14","54","0.14","0.9660000000000001","""uniform""","0.09","""uniform""","""openly-listen""","0.72","""uniform""","0.6","""uniform""","""link""","false","false","8","0.33","0.42000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.558","7","0.558","0.5315000000000001"
"103","21","30","0.41000000000000003","0.031","""uniform""","0.23","""uniform""","""vaguely-speak""","0.65","""uniform""","0.42000000000000004","""uniform""","""link""","false","false","6","0.71","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.591","7","0.591","0.594"
"103","28","23","0.38","0.668","""uniform""","0.49","""uniform""","""openly-listen""","1.03","""uniform""","0.46","""uniform""","""link""","false","true","10","0.66","0.22","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.043","7","0.591","0.594"
"103","35","19","0.11","0.09","""uniform""","0.46","""uniform""","""vaguely-speak""","0.5","""uniform""","0.93","""uniform""","""link""","false","true","1","0.08","0.24000000000000002","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","42","11","0.09","0.792","""uniform""","0.24000000000000002","""uniform""","""vaguely-speak""","0.93","""uniform""","0.18000000000000002","""uniform""","""link""","false","false","3","0.41000000000000003","0.54","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.007","7","0.591","0.594"
"103","49","63","0.4","0.509","""uniform""","0.31","""uniform""","""vaguely-speak""","0.33","""uniform""","0.6","""uniform""","""link""","false","true","10","0.02","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","56","24","0.05","0.599","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.93","""uniform""","0.45","""uniform""","""link""","false","true","3","0.33","0.52","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.16999999999999998","7","0.591","0.594"
"103","63","38","0.36","0.8190000000000001","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.49","""uniform""","0.9500000000000001","""uniform""","""link""","false","false","6","0.11","0.76","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.554","7","0.591","0.594"
"103","70","22","0.28","0.34900000000000003","""uniform""","0.05","""uniform""","""openly-listen""","1.07","""uniform""","0.36000000000000004","""uniform""","""link""","false","false","2","0.22","0.58","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5269999999999999","7","0.591","0.594"
"103","77","28","0","0.159","""uniform""","0.34","""uniform""","""openly-listen""","0.9600000000000001","""uniform""","0.59","""uniform""","""link""","false","false","5","0.71","0.35","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.118","7","0.591","0.594"
"103","84","56","0.23","0.47600000000000003","""uniform""","0.38","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","0.89","""uniform""","""link""","false","true","9","0.18","0.51","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","91","41","0.49","0.429","""uniform""","0.27","""uniform""","""vaguely-speak""","0.86","""uniform""","0.33","""uniform""","""link""","false","true","7","0.88","0.25","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","98","23","0.43","0.798","""uniform""","0.09999999999999999","""uniform""","""openly-listen""","0.74","""uniform""","0.26","""uniform""","""link""","false","true","8","0.08","0.83","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.526","7","0.591","0.594"
"103","105","44","0.05","0.794","""uniform""","0.33","""uniform""","""vaguely-speak""","1.04","""uniform""","0.7100000000000001","""uniform""","""link""","false","true","4","0.23","0.62","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","112","25","0.38","0.547","""uniform""","0.13","""uniform""","""vaguely-speak""","0.6900000000000001","""uniform""","0.62","""uniform""","""link""","false","false","6","0.43","0.84","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.32","7","0.591","0.594"
"103","119","39","0.11","0.9390000000000001","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","1","""uniform""","0.89","""uniform""","""link""","false","true","10","0.35000000000000003","0.61","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","126","14","0.15","0.28300000000000003","""uniform""","0.060000000000000005","""uniform""","""vaguely-speak""","0.44","""uniform""","0.91","""uniform""","""link""","false","false","1","0.9","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.512","7","0.591","0.594"
"103","133","45","0.42","0.451","""uniform""","0.42000000000000004","""uniform""","""openly-listen""","0.21000000000000002","""uniform""","0.62","""uniform""","""link""","false","true","8","0.35000000000000003","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.129","7","0.591","0.594"
"103","140","18","0.09","0.879","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","1.05","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","5","0.11","0.33999999999999997","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.591","0.594"
"103","147","34","0.13","0.996","""uniform""","0.23","""uniform""","""vaguely-speak""","0.7100000000000001","""uniform""","0.33","""uniform""","""link""","false","true","9","0.22","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.595","7","0.595","0.621"
"103","154","23","0.43","0.798","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.74","""uniform""","0.91","""uniform""","""link""","false","false","1","0.9","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.548","7","0.595","0.621"
"103","161","14","0.15","0.28300000000000003","""uniform""","0.060000000000000005","""uniform""","""vaguely-speak""","0.44","""uniform""","0.26","""uniform""","""link""","false","true","8","0.08","0.83","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.497","7","0.595","0.621"
"103","168","34","0.13","0.996","""uniform""","0.23","""uniform""","""vaguely-speak""","0.7100000000000001","""uniform""","0.33","""uniform""","""link""","false","false","6","0.71","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.583","7","0.595","0.621"
